[공통 DB 연결] process.env.DB_NAME: bettingDB
[누락리그] K리그1의 SportsDB 리그ID를 찾을 수 없음
[정규화] Athletics vs Houston Astros | main: baseball | sub: MLB
[정규화] Miami Mar vs Atlanta B | main: baseball | sub: MLB
[정규화] Hanwha Eagles vs Kiwoom Heroes | main: baseball | sub: KBO
[정규화] LG Twins vs Doosan Bears | main: baseball | sub: KBO
[정규화] LG Twins vs NC Dinos | main: baseball | sub: KBO
[정규화] LG Twins vs NC Dinos | main: baseball | sub: KBO
[정규화] Louisville Bats vs Scranton-Wilkes-Barre RailRiders | main: soccer | sub: KLEAGUE1
[정규화] Lehigh Valley IronPigs vs Rochester Red Wings | main: soccer | sub: KLEAGUE1
[정규화] Indiana Fever vs Connecticut Sun | main: soccer | sub: KLEAGUE1
[정규화] Kiwoom Heroes vs SSG Landers | main: baseball | sub: KBO
[정규화] New York Liberty vs Atlanta Dream | main: soccer | sub: KLEAGUE1
[정규화] Paris Basketball vs AS Monaco Basket | main: soccer | sub: KLEAGUE1
